timestamp,virtual_user,endpoint,method,status_code,response_time_ms,success
2026-08-06T10:46:55.38698432Z,11,GET /api/v1/user/profile,GET,200,3.523,True
2026-08-06T10:46:55.395400646Z,15,GET /api/v1/scans,GET,200,5.236,True
2026-08-06T10:46:55.395943566Z,43,GET /api/v1/scans,GET,200,4.659,True
2026-08-06T10:46:55.435114852Z,7,GET /api/v1/scans,GET,200,5.572,True
2026-08-06T10:46:55.437431726Z,5,GET /api/v1/scans/{id},GET,200,4.71,True
2026-08-06T10:46:55.472449432Z,26,POST /api/v1/auth/login,POST,200,237.539,True
2026-08-06T10:46:55.491772482Z,58,GET /api/v1/scans,GET,200,14.994,True
2026-08-06T10:46:55.494045029Z,37,GET /api/v1/scans,GET,200,10.055,True
2026-08-06T10:46:55.502625975Z,26,POST /api/v1/scans,POST,201,29.855,True
2026-08-06T10:46:55.503199592Z,3,GET /api/v1/user/profile,GET,200,3.914,True
2026-08-06T10:46:55.536879542Z,45,GET /api/v1/user/profile,GET,200,16.181,True
2026-08-06T10:46:55.564166411Z,16,GET /api/v1/scans,GET,200,4.085,True
2026-08-06T10:46:55.573627659Z,72,POST /api/v1/auth/login,POST,200,238.726,True
2026-08-06T10:46:55.577259413Z,72,GET /api/v1/scans,GET,200,3.413,True
2026-08-06T10:46:55.609359682Z,61,POST /api/v1/scans,POST,201,27.798,True
2026-08-06T10:46:55.614942835Z,40,GET /api/v1/scans,GET,200,5.432,True
2026-08-06T10:46:55.668852026Z,60,POST /api/v1/auth/login,POST,200,234.726,True
2026-08-06T10:46:55.689469597Z,49,GET /api/v1/scans,GET,200,11.176,True
2026-08-06T10:46:55.690152233Z,27,GET /api/v1/scans,GET,200,6.737,True
2026-08-06T10:46:55.69726485Z,60,POST /api/v1/scans,POST,201,28.06,True
2026-08-06T10:46:55.728097749Z,47,GET /api/v1/scans,GET,200,14.56,True
2026-08-06T10:46:55.728144844Z,10,GET /api/v1/scans,GET,200,11.424,True
2026-08-06T10:46:55.738192315Z,29,GET /api/v1/scans,GET,200,4.719,True
2026-08-06T10:46:55.771045301Z,73,POST /api/v1/auth/login,POST,200,236.572,True
2026-08-06T10:46:55.774860581Z,73,GET /api/v1/scans,GET,200,3.597,True
2026-08-06T10:46:55.790216163Z,20,GET /api/v1/scans,GET,200,5.071,True
2026-08-06T10:46:55.791179753Z,12,GET /api/v1/scans,GET,200,3.764,True
2026-08-06T10:46:55.794784936Z,9,GET /api/v1/scans,GET,200,3.549,True
2026-08-06T10:46:55.819389085Z,50,GET /api/v1/scans,GET,200,7.088,True
2026-08-06T10:46:55.82033268Z,32,GET /api/v1/scans,GET,200,5.377,True
2026-08-06T10:46:55.820630478Z,34,GET /api/v1/user/profile,GET,200,4.48,True
2026-08-06T10:46:55.841334968Z,48,GET /api/v1/scans,GET,200,3.332,True
2026-08-06T10:46:55.849705931Z,54,GET /api/v1/user/profile,GET,200,2.901,True
2026-08-06T10:46:55.867231582Z,39,GET /api/v1/scans,GET,200,4.028,True
2026-08-06T10:46:55.871773435Z,53,POST /api/v1/auth/login,POST,200,236.815,True
2026-08-06T10:46:55.875230499Z,1,GET /api/v1/scans,GET,200,6.66,True
2026-08-06T10:46:55.875238Z,19,GET /api/v1/user/profile,GET,200,6.705,True
2026-08-06T10:46:55.876867888Z,53,GET /api/v1/scans,GET,200,4.928,True
2026-08-06T10:46:55.888099531Z,52,GET /api/v1/user/profile,GET,200,5.499,True
2026-08-06T10:46:55.888449514Z,30,GET /api/v1/scans,GET,200,5.994,True
2026-08-06T10:46:55.893217521Z,17,GET /api/v1/user/profile,GET,200,2.537,True
2026-08-06T10:46:55.904770067Z,56,GET /api/v1/scans,GET,200,3.205,True
2026-08-06T10:46:55.922616544Z,21,GET /api/v1/scans,GET,200,4.336,True
2026-08-06T10:46:55.943700094Z,18,GET /api/v1/scans,GET,200,4.091,True
2026-08-06T10:46:55.975116553Z,41,POST /api/v1/scans,POST,201,31.129,True
2026-08-06T10:46:55.97870977Z,74,POST /api/v1/auth/login,POST,200,243.734,True
2026-08-06T10:46:55.982550479Z,74,GET /api/v1/scans,GET,200,3.628,True
